anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
8139,Shin Minashigo Hutch,The New Adventures of Hutch the Honeybee,新みなしごハッチ,6.68,"Adventure, Comedy, Drama",The sequel to Konchuu Monogatari Minashigo Hutch where Hutch struggles with married life.,TV,26.0,"Apr 5, 1974 to Sep 27, 1974",spring 1974,Finished Airing,UNKNOWN,UNKNOWN,Tatsunoko Production,Unknown,25 min per ep,G - All Ages,5451.0,12437,2,438.0,1060,https://cdn.myanimelist.net/images/anime/12/20347.jpg
8140,Konchuu Monogatari Minashigo Hutch (1989),UNKNOWN,昆虫物語みなしごハッチ,6.91,"Adventure, Comedy, Drama",A remake of the 1970's version.,TV,55.0,"Jul 21, 1989 to Aug 31, 1990",summer 1989,Finished Airing,UNKNOWN,UNKNOWN,Tatsunoko Production,Unknown,25 min per ep,G - All Ages,4334.0,11256,2,737.0,1617,https://cdn.myanimelist.net/images/anime/1216/134554.jpg
8141,Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,UNKNOWN,昆虫物語 みつばちハッチ～勇気のメロディ～,6.19,"Adventure, Comedy, Drama",A Hutch movie.,Movie,1.0,"Jul 31, 2010",UNKNOWN,Finished Airing,"Yahoo! Japan, Mainichi Shimbun",UNKNOWN,Tatsunoko Production,Unknown,1 hr 40 min,UNKNOWN,7909.0,13618,1,225.0,743,https://cdn.myanimelist.net/images/anime/8/47243.jpg
8142,Colorful (Movie),Colorful: The Motion Picture,カラフル,7.76,"Award Winning, Drama, Slice of Life, Supernatural","Upon arriving at the train station of death, an impure soul is granted a second chance at life against his will. Reincarnating into the body of Makoto Kobayashi, a 14-year-old boy who recently committed suicide, the soul is tasked to identify the boy's greatest sin in life within a time limit of six months. Although it remains reluctant toward continuing life as Makoto, the soul soon begins to notice the complexities of people's emotions and actions.

Deconstructing the ideas of fractured families and suicide, Colorful explores the intricacies of the daily struggles humans face but are too abashed to confront.",Movie,1.0,"Aug 21, 2010",UNKNOWN,Finished Airing,"Aniplex, Sony Music Entertainment, Imagine",Sentai Filmworks,"Sunrise, Ascension",Novel,2 hr 7 min,PG-13 - Teens 13 or older,998.0,1165,1218,83227.0,190457,https://cdn.myanimelist.net/images/anime/1839/103426.jpg
8143,Sockies: Frontier Quest,UNKNOWN,ソッキーズ フロンティアクエスト,UNKNOWN,Comedy,Based on a book which introduced the culture of Sock Monkey to Japan.,TV,39.0,"Apr 15, 2011 to Feb 24, 2012",spring 2011,Finished Airing,Iyasakadou Film,UNKNOWN,UNKNOWN,Unknown,5 min per ep,G - All Ages,19937.0,16578,0,UNKNOWN,346,https://cdn.myanimelist.net/images/anime/13/59711.jpg
8145,Gegege no Kitarou: Nippon Bakuretsu,Spooky Kitaro: Japan Explodes!!,劇場版 ゲゲゲの鬼太郎 日本爆裂!!,6.38,"Action, Fantasy, Horror, Supernatural",Movie based on the 2007 TV anime with an original plot.,Movie,1.0,"Dec 20, 2008",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,1 hr 23 min,G - All Ages,6978.0,12025,1,359.0,1221,https://cdn.myanimelist.net/images/anime/8/20485.jpg
8146,Gegege no Kitarou: Daikaijuu,Spooky Kitaro: Giant Sea Monster,ゲゲゲの鬼太郎 大海獣,6.11,"Action, Fantasy, Horror, Supernatural",Movie based on the 1996 TV anime with an original plot.,Movie,1.0,"Jul 6, 1996",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,50 min,G - All Ages,8313.0,12000,1,364.0,1231,https://cdn.myanimelist.net/images/anime/4/20380.jpg
8150,Gegege no Kitarou: Chisougan,Spooky Kitaro: The All Seeing Eye,ゲゲゲの鬼太郎 地相眼,5.74,"Adventure, Comedy, Fantasy, Horror, Supernatural","An abbreviated 12 minute version of episode 37 from the 1971 TV anime. This was shown as part of the summer 1980 Toei Manga Matsuri and uses entirely recycled footage.

(Source: TSHS)",Movie,1.0,"Jul 12, 1980",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,12 min,G - All Ages,9937.0,12576,0,310.0,1019,https://cdn.myanimelist.net/images/anime/5/84231.jpg
8152,Gegege no Kitarou (1985 Movie),Spooky Kitaro,ゲゲゲの鬼太郎,5.86,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie based on the 1985 TV anime with an original plot.,Movie,1.0,"Dec 21, 1985",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,24 min,G - All Ages,9464.0,12301,0,285.0,1112,https://cdn.myanimelist.net/images/anime/5/21017.jpg
8153,Gegege no Kitarou: Youkai Daisensou,Spooky Kitarou: Ghost War Struggle,ゲゲゲの鬼太郎 妖怪大戦争,5.91,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie based on the 1985 TV anime with an original plot.,Movie,1.0,"Mar 15, 1986",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,40 min,G - All Ages,9231.0,12851,1,236.0,933,https://cdn.myanimelist.net/images/anime/5/27354.jpg
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,Spooky Kitarou: The Strongest Ghost Army! Landing in Japan!!,ゲゲゲの鬼太郎 最強妖怪軍団！日本陸!!,6.09,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie based on the 1985 TV anime with an original plot.,Movie,1.0,"Jul 12, 1986",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,49 min,G - All Ages,8402.0,13094,0,177.0,869,https://cdn.myanimelist.net/images/anime/5/27356.jpg
8155,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,Spooky Kitaro: Crash!! The Great Rebellion of the Multi-Dimensional Yōkai,ゲゲゲの鬼太郎 激突!!異次元妖怪の大反乱,6.13,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie based on the 1985 TV anime with an original plot.,Movie,1.0,"Dec 20, 1986",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,48 min,G - All Ages,8237.0,13259,0,170.0,827,https://cdn.myanimelist.net/images/anime/1383/100504.jpg
8156,Gegege no Kitarou: Obake Nighter,Spooky Kitaro: The Obake Nighter,ゲゲゲの鬼太郎　おばけナイター,6.1,"Sports, Supernatural","Like the other 1990s Kitaro mini-movies, this is a remake of a story that’s already been done in the anime, but like every Kitaro remake this is a very different take on the story. In this case it’s a remake of the baseball story that was featured in the very first episode of the original series from 1968.

(Source: TSHS)",Movie,1.0,"Mar 8, 1997",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Manga,30 min,G - All Ages,8377.0,12672,1,252.0,989,https://cdn.myanimelist.net/images/anime/3/77085.jpg
8157,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,UNKNOWN,ゲゲゲの鬼太郎 妖怪特急！まぼろしの汽車,5.99,"Adventure, Comedy, Fantasy, Horror, Supernatural","This film is sort of a mashup of Ghost Train (episode 7) and Great Yokai War (episodes 10-11) from the original 1968 TV series, but with a new spin on it to bring it towards the modernness of the 1996 TV series--essentially making an entirely original plot.

(Source: TSHS)",Movie,1.0,"Jul 12, 1997",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,23 min,G - All Ages,8882.0,12689,0,262.0,984,https://cdn.myanimelist.net/images/anime/9/27355.jpg
8158,Gegege no Kitarou: Jigoku-hen,UNKNOWN,ゲゲゲの鬼太郎　地獄編,6.08,"Adventure, Comedy, Fantasy, Horror, Supernatural",The origins of Kitarou.,TV,7.0,"Feb 8, 1988 to Mar 21, 1988",winter 1988,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Unknown,25 min per ep,G - All Ages,8463.0,12309,0,249.0,1108,https://cdn.myanimelist.net/images/anime/6/90097.jpg
8162,Mugen Shinshi: Bouken Katsugeki-hen,Dream Dimension Gentleman,夢幻紳士　冒険活劇編,5.68,"Fantasy, Horror, Mystery","When a strange group of men attempt to kidnap Atsuko Fukune, a dancer at a club, she seeks the help of Mamiya Mugen, a famous detective - who also happens to be a child. When it turns out that other girls have gone missing, Mamiya, with the help of his butler Alucard, springs into action to solve the mystery.

(Source: ANN)",OVA,1.0,"Feb 21, 1987",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Gallop,Manga,49 min,PG-13 - Teens 13 or older,10132.0,11338,2,544.0,1563,https://cdn.myanimelist.net/images/anime/1138/94447.jpg
8171,One Piece Recap,One Piece: Romance Dawn Story - Recapping the TV Series So Far,ワンピース,7.13,"Action, Adventure, Fantasy",A recap OVA summarizing the ten-year TV series up to the Impel Down arc.,OVA,1.0,"Mar 17, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Manga,29 min,PG-13 - Teens 13 or older,3418.0,4464,15,8664.0,21057,https://cdn.myanimelist.net/images/anime/9/20706.jpg
8176,Teinenpi Shoujo Heidi,UNKNOWN,低燃費少女ハイジ,5.6,Comedy,"Commercial web animation made for Nissan Note. Despite being a commercial, the content is highly independent, starting with a little girl keep asking everyone what is ""Teinenpi"", a kanji word meaning low fuel cost. 

It features a parody of the classic anime ""Heidi"" in 1974 but directed by Mr. Fumihara Satoshi, the director of the gag anime ""The World of Golden Eggs"".

It also features Mr. Koumoto Junichi playing multiple roles including: Heidi's Grandpa, Peter, Kurara and the sheep!

(Source: news.searchina.ne.jp)",ONA,8.0,May 2009 to Jul 2010,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Studio Crocodile,Book,3 min per ep,G - All Ages,10431.0,13568,1,293.0,756,https://cdn.myanimelist.net/images/anime/3/20810.jpg
8178,Fujoshi no Hinkaku,UNKNOWN,腐女子の品格,6.0,Slice of Life,"Fujyoko is a 24 year old office worker. She admires her fashionable senpai Takayo, but one day she meets her at a doujinshi event.",OVA,1.0,"Feb 26, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Panda Factory,Manga,30 min,PG-13 - Teens 13 or older,8824.0,12642,0,312.0,998,https://cdn.myanimelist.net/images/anime/13/20821.jpg
8179,Eagle Sam,UNKNOWN,イーグルサム,UNKNOWN,"Comedy, Sports","An anime made in the runup to the 1984 Olympics in Los Angeles, featuring Olympic mascot Sam the Olympic Eagle.",TV,51.0,"Apr 7, 1983 to Mar 29, 1984",spring 1983,Finished Airing,DAX Production,UNKNOWN,UNKNOWN,Unknown,25 min per ep,G - All Ages,15775.0,14599,0,UNKNOWN,546,https://cdn.myanimelist.net/images/anime/11/20805.jpg
8180,Koisuru Tenshi Angelique: Chibi Character Adventure 2,Loving Angel Angelique Chibi Adventure Special 2,恋する天使アンジェリーク ちびキャラAdventure 2,5.68,"Adventure, Comedy","Another animated short from the Angelique series, this time featuring the Holy Beast Guardians! This just looks like a whole lot of random insanity, which turns out to be just a dream.

(Source: Dailymotion)",Special,1.0,"Apr 25, 2007",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,4 min,G - All Ages,10124.0,13269,1,199.0,823,https://cdn.myanimelist.net/images/anime/9/20749.jpg
8181,Adachi-ga Hara,UNKNOWN,安達が原,5.95,Sci-Fi,"This is a story of an astronaut who is sent to a penal colony planet, and there meets an old woman who shows him the truth of life and love. Originally a short Manga in ""The Lion Books,"" it was made into an animated series. The chief character, Jess, fights to bring down the dictator of the federation of the Earth and other planets, but is arrested by the federal authorities and sent to a penal colony planet. The story focuses on him, using Japanese Noh drama ""Kurozuka"" as a motif.

(Source: AniDB)",Movie,1.0,"Nov 16, 1991",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Tezuka Productions,Manga,30 min,PG-13 - Teens 13 or older,9075.0,11162,0,675.0,1677,https://cdn.myanimelist.net/images/anime/13/81675.jpg
8182,Bouken Shounen Shadar,Adventure Boy Shadar,冒険少年シャダー,5.98,"Adventure, Horror","When Earth is threatened by the invading Ghostar, a young boy with nerves of steel and the strength of 50 men appears from a cave on Mount Fuji. He is Shadar, a boy of unknown origin who, with his faithful dog, Pinboke, fights to save the world. 

(Source: The Anime Encyclopedia)",TV,156.0,"Sep 18, 1967 to Mar 16, 1968",fall 1967,Finished Airing,Nihon Hoso Eigasha,UNKNOWN,UNKNOWN,Unknown,10 min per ep,PG-13 - Teens 13 or older,8941.0,13622,1,168.0,742,https://cdn.myanimelist.net/images/anime/3/20774.jpg
8183,Bouken Korobokkuru,UNKNOWN,冒険コロボックル,5.73,Adventure,"The adventures of a human and three little gnomes.

(Source: AniDB)",TV,26.0,"Oct 6, 1973 to Mar 30, 1974",fall 1973,Finished Airing,UNKNOWN,UNKNOWN,"Tatsunoko Production, Eiken",Unknown,25 min per ep,G - All Ages,9944.0,14374,0,150.0,584,https://cdn.myanimelist.net/images/anime/2/20775.jpg
8184,Bouken Gabotenjima,Adventure on the Gaboten Island,冒険ガボテン島,6.19,Adventure,Bouken Gabotenjima is about children who are shipwrecked on a desert island.,TV,39.0,"Apr 4, 1967 to Dec 26, 1967",spring 1967,Finished Airing,TBS,UNKNOWN,UNKNOWN,Unknown,24 min per ep,UNKNOWN,7950.0,14202,1,131.0,612,https://cdn.myanimelist.net/images/anime/5/20811.jpg
8187,Fumiko no Kokuhaku,Fumiko's Confession,フミコの告白,6.61,"Award Winning, Comedy","Everyone handles rejection in their own way. But when Takashi turns down Fumiko's confession, the young schoolgirl unleashes her frustrations on a fanatical sprint through the neighborhood. However, a single misstep sends her soaring, and things go downhill from there...",ONA,1.0,"Nov 8, 2009",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,2 min,PG-13 - Teens 13 or older,5797.0,3969,19,16596.0,27362,https://cdn.myanimelist.net/images/anime/9/20806.jpg
8189,The World of Golden Eggs,UNKNOWN,ザ・ワールド・オブ・ゴールデン・エッグス,6.36,Comedy,"The citizens of Turkey's Hill model a bizzare American-esque town and engage in non-sequitur behavior.

(Source: ANN)",TV,26.0,"Jan 7, 2005 to Dec 9, 2006",winter 2005,Finished Airing,UNKNOWN,UNKNOWN,"Plus Heads, Studio Crocodile",Original,13 min per ep,PG-13 - Teens 13 or older,7112.0,12434,4,234.0,1063,https://cdn.myanimelist.net/images/anime/12/20808.jpg
8190,Nodame Cantabile: Finale OVA,UNKNOWN,のだめカンタービレ OVA 2,7.55,"Comedy, Romance","Despite the uncertainty surrounding Shinichi Chiaki's relationship with eccentric pianist Megumi ""Nodame"" Noda, most would assume it is a romantic one—especially Nodame herself, who has professed her love for Chiaki on many occasions. But when a petty quarrel over soy sauce leads Nodame to gratuitously accept a date invitation from Lucas Beaudry, a young French piano prodigy, the highly acclaimed conductor Chiaki experiences true jealousy for the first time in his life.",OVA,1.0,"Apr 26, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,J.C.Staff,Manga,11 min,PG-13 - Teens 13 or older,1563.0,3864,10,14980.0,29112,https://cdn.myanimelist.net/images/anime/13/22335.jpg
